open_time,close_time,open,high,low,close,volume,trades
1758412800000,1758412859999,115743.0,115745.0,115743.0,115745.0,0.11969,27
1758412860000,1758412919999,115744.0,115747.0,115744.0,115747.0,0.32933,22
1758412920000,1758412979999,115746.0,115752.0,115746.0,115751.0,0.47945,43
1758412980000,1758413039999,115751.0,115753.0,115750.0,115753.0,0.43386,34
1758413040000,1758413099999,115754.0,115762.0,115754.0,115759.0,0.52915,41
1758413100000,1758413159999,115760.0,115760.0,115759.0,115759.0,0.16421,18
1758413160000,1758413219999,115759.0,115760.0,115759.0,115759.0,0.07497,12
1758413220000,1758413279999,115759.0,115760.0,115759.0,115760.0,0.06567,12
1758413280000,1758413339999,115759.0,115760.0,115759.0,115759.0,0.31731,27
1758413340000,1758413399999,115760.0,115760.0,115759.0,115760.0,0.23975,27
1758413400000,1758413459999,115760.0,115774.0,115759.0,115773.0,0.61172,46
1758413460000,1758413519999,115773.0,115783.0,115773.0,115783.0,0.60499,49
1758413520000,1758413579999,115783.0,115785.0,115783.0,115785.0,0.39330,39
1758413580000,1758413639999,115785.0,115790.0,115785.0,115788.0,0.39299,41
1758413640000,1758413699999,115788.0,115797.0,115788.0,115797.0,0.43480,48
1758413700000,1758413759999,115796.0,115805.0,115796.0,115804.0,0.59951,50
1758413760000,1758413819999,115804.0,115806.0,115804.0,115806.0,0.30112,30
1758413820000,1758413879999,115807.0,115809.0,115766.0,115774.0,0.72570,81
1758413880000,1758413939999,115773.0,115774.0,115731.0,115750.0,2.51775,112
1758413940000,1758413999999,115750.0,115751.0,115750.0,115750.0,0.64298,47
1758414000000,1758414059999,115751.0,115751.0,115750.0,115750.0,0.57980,48
1758414060000,1758414119999,115750.0,115751.0,115736.0,115736.0,0.33608,46
1758414120000,1758414179999,115737.0,115737.0,115724.0,115724.0,0.53489,49
1758414180000,1758414239999,115724.0,115725.0,115721.0,115721.0,0.27384,38
1758414240000,1758414299999,115722.0,115722.0,115719.0,115720.0,0.12476,24
1758414300000,1758414359999,115719.0,115720.0,115719.0,115720.0,0.08060,17
1758414360000,1758414419999,115720.0,115734.0,115720.0,115722.0,0.30193,37
1758414420000,1758414479999,115721.0,115722.0,115719.0,115719.0,1.73608,29
1758414480000,1758414539999,115719.0,115720.0,115694.0,115694.0,0.55630,72
1758414540000,1758414599999,115695.0,115695.0,115694.0,115695.0,0.23028,22
1758414600000,1758414659999,115695.0,115695.0,115694.0,115695.0,0.18353,20
1758414660000,1758414719999,115694.0,115695.0,115694.0,115694.0,0.14452,29
1758414720000,1758414779999,115693.0,115694.0,115690.0,115690.0,0.14332,39
1758414780000,1758414839999,115691.0,115691.0,115662.0,115673.0,1.01384,77
1758414840000,1758414899999,115673.0,115673.0,115668.0,115670.0,0.19194,51
1758414900000,1758414959999,115669.0,115670.0,115650.0,115651.0,0.26646,60
1758414960000,1758415019999,115651.0,115652.0,115642.0,115647.0,0.14821,51
1758415020000,1758415079999,115647.0,115647.0,115632.0,115636.0,0.76801,102
1758415080000,1758415139999,115636.0,115638.0,115627.0,115629.0,0.44782,80
1758415140000,1758415199999,115630.0,115649.0,115630.0,115648.0,0.30459,69
1758415200000,1758415259999,115647.0,115650.0,115647.0,115649.0,0.30034,49
1758415260000,1758415319999,115649.0,115650.0,115649.0,115650.0,0.31085,42
1758415320000,1758415379999,115649.0,115650.0,115649.0,115649.0,0.12186,35
1758415380000,1758415439999,115649.0,115650.0,115649.0,115650.0,0.37646,46
1758415440000,1758415499999,115649.0,115658.0,115649.0,115651.0,0.68464,67
1758415500000,1758415559999,115652.0,115662.0,115651.0,115658.0,0.15650,55
1758415560000,1758415619999,115657.0,115658.0,115657.0,115658.0,0.28441,52
1758415620000,1758415679999,115658.0,115662.0,115657.0,115660.0,0.46215,42
1758415680000,1758415739999,115661.0,115664.0,115660.0,115661.0,0.62507,57
1758415740000,1758415799999,115660.0,115661.0,115660.0,115661.0,0.45029,41
1758415800000,1758415859999,115660.0,115665.0,115660.0,115664.0,0.98751,59
1758415860000,1758415919999,115665.0,115722.0,115665.0,115722.0,1.45462,81
1758415920000,1758415979999,115722.0,115724.0,115721.0,115724.0,0.29356,39
1758415980000,1758416039999,115724.0,115735.0,115723.0,115733.0,0.64088,65
1758416040000,1758416099999,115734.0,115756.0,115733.0,115755.0,0.65419,66
1758416100000,1758416159999,115756.0,115756.0,115755.0,115755.0,0.40778,32
1758416160000,1758416219999,115756.0,115756.0,115755.0,115755.0,0.59501,50
1758416220000,1758416279999,115756.0,115756.0,115754.0,115755.0,0.42927,43
1758416280000,1758416339999,115754.0,115755.0,115743.0,115744.0,0.51350,49
1758416340000,1758416399999,115743.0,115744.0,115743.0,115743.0,0.55972,47
1758416400000,1758416459999,115743.0,115744.0,115739.0,115740.0,0.70539,56
1758416460000,1758416519999,115740.0,115740.0,115736.0,115736.0,0.70682,66
1758416520000,1758416579999,115736.0,115737.0,115735.0,115736.0,0.84797,65
1758416580000,1758416639999,115735.0,115736.0,115735.0,115735.0,0.86115,74
1758416640000,1758416699999,115735.0,115736.0,115733.0,115733.0,0.79645,61
1758416700000,1758416759999,115733.0,115734.0,115707.0,115708.0,0.28779,64
1758416760000,1758416819999,115707.0,115707.0,115674.0,115674.0,0.91039,88
1758416820000,1758416879999,115674.0,115675.0,115669.0,115671.0,0.65781,55
1758416880000,1758416939999,115671.0,115671.0,115670.0,115670.0,0.47932,58
1758416940000,1758416999999,115671.0,115672.0,115666.0,115669.0,1.04886,85
1758417000000,1758417059999,115669.0,115670.0,115669.0,115670.0,0.36722,43
1758417060000,1758417119999,115669.0,115670.0,115668.0,115668.0,0.79697,62
1758417120000,1758417179999,115669.0,115669.0,115666.0,115667.0,0.78871,62
1758417180000,1758417239999,115667.0,115667.0,115664.0,115665.0,0.64317,65
1758417240000,1758417299999,115664.0,115665.0,115664.0,115665.0,0.48347,51
1758417300000,1758417359999,115664.0,115665.0,115663.0,115664.0,1.04174,75
1758417360000,1758417419999,115663.0,115669.0,115663.0,115668.0,1.54504,77
1758417420000,1758417479999,115669.0,115670.0,115663.0,115664.0,0.65948,56
1758417480000,1758417539999,115663.0,115664.0,115662.0,115662.0,0.63540,42
1758417540000,1758417599999,115662.0,115663.0,115661.0,115662.0,0.32214,35
1758417600000,1758417659999,115661.0,115662.0,115660.0,115661.0,0.12662,17
1758417660000,1758417719999,115660.0,115661.0,115660.0,115660.0,0.02771,11
1758417720000,1758417779999,115661.0,115661.0,115660.0,115660.0,0.83729,65
1758417780000,1758417839999,115660.0,115661.0,115655.0,115658.0,0.53471,46
1758417840000,1758417899999,115659.0,115659.0,115654.0,115654.0,0.40841,45
1758417900000,1758417959999,115654.0,115655.0,115652.0,115652.0,0.35297,42
1758417960000,1758418019999,115653.0,115653.0,115652.0,115653.0,0.23211,25
1758418020000,1758418079999,115653.0,115653.0,115652.0,115652.0,0.29909,52
1758418080000,1758418139999,115651.0,115652.0,115649.0,115649.0,0.43745,49
1758418140000,1758418199999,115650.0,115650.0,115649.0,115649.0,0.44067,44
1758418200000,1758418259999,115649.0,115649.0,115646.0,115647.0,0.44663,56
1758418260000,1758418319999,115648.0,115648.0,115647.0,115647.0,0.21090,42
1758418320000,1758418379999,115648.0,115648.0,115647.0,115648.0,0.12321,36
1758418380000,1758418439999,115647.0,115647.0,115641.0,115646.0,0.80498,87
1758418440000,1758418499999,115646.0,115647.0,115646.0,115647.0,1.07925,82
1758418500000,1758418559999,115646.0,115647.0,115643.0,115646.0,0.82963,78
1758418560000,1758418619999,115646.0,115647.0,115645.0,115646.0,0.36910,52
1758418620000,1758418679999,115645.0,115646.0,115645.0,115645.0,0.46196,77
1758418680000,1758418739999,115646.0,115646.0,115639.0,115641.0,0.23866,45
1758418740000,1758418799999,115640.0,115640.0,115637.0,115638.0,0.14403,29
1758418800000,1758418859999,115637.0,115638.0,115634.0,115636.0,0.22464,40
1758418860000,1758418919999,115636.0,115637.0,115636.0,115637.0,0.11913,24
1758418920000,1758418979999,115637.0,115637.0,115636.0,115637.0,0.13478,33
1758418980000,1758419039999,115637.0,115637.0,115636.0,115636.0,0.12382,17
1758419040000,1758419099999,115636.0,115637.0,115634.0,115634.0,0.09154,22
1758419100000,1758419159999,115634.0,115635.0,115610.0,115610.0,0.29121,49
1758419160000,1758419219999,115610.0,115611.0,115610.0,115611.0,0.21391,28
1758419220000,1758419279999,115611.0,115611.0,115610.0,115610.0,0.04666,15
1758419280000,1758419339999,115610.0,115611.0,115610.0,115610.0,0.04478,20
1758419340000,1758419399999,115611.0,115611.0,115610.0,115611.0,0.07219,21
1758419400000,1758419459999,115610.0,115611.0,115610.0,115610.0,0.12275,23
1758419460000,1758419519999,115611.0,115611.0,115609.0,115610.0,0.25592,24
1758419520000,1758419579999,115610.0,115610.0,115602.0,115602.0,0.22449,32
1758419580000,1758419639999,115603.0,115603.0,115602.0,115602.0,0.07567,16
1758419640000,1758419699999,115603.0,115603.0,115602.0,115602.0,0.12493,20
1758419700000,1758419759999,115602.0,115603.0,115602.0,115602.0,0.11174,20
1758419760000,1758419819999,115603.0,115603.0,115602.0,115603.0,0.10300,20
1758419820000,1758419879999,115602.0,115603.0,115602.0,115602.0,0.21556,17
1758419880000,1758419939999,115603.0,115603.0,115602.0,115602.0,0.02346,12
1758419940000,1758419999999,115603.0,115603.0,115602.0,115603.0,0.10053,16
1758420000000,1758420059999,115602.0,115603.0,115602.0,115602.0,0.02765,10
1758420060000,1758420119999,115603.0,115603.0,115602.0,115603.0,0.09687,15
1758420120000,1758420179999,115602.0,115603.0,115602.0,115602.0,0.49351,29
1758420180000,1758420239999,115602.0,115603.0,115602.0,115602.0,0.02834,17
1758420240000,1758420299999,115603.0,115603.0,115602.0,115603.0,0.08766,20
1758420300000,1758420359999,115602.0,115603.0,115602.0,115602.0,0.17571,25
1758420360000,1758420419999,115602.0,115606.0,115602.0,115605.0,0.76863,42
1758420420000,1758420479999,115606.0,115606.0,115605.0,115605.0,0.13107,16
1758420480000,1758420539999,115606.0,115611.0,115605.0,115611.0,0.49517,24
1758420540000,1758420599999,115610.0,115611.0,115610.0,115610.0,0.05089,11
1758420600000,1758420659999,115611.0,115614.0,115610.0,115614.0,0.21111,21
1758420660000,1758420719999,115613.0,115629.0,115613.0,115629.0,0.22355,27
1758420720000,1758420779999,115628.0,115648.0,115628.0,115642.0,0.87034,66
1758420780000,1758420839999,115641.0,115654.0,115641.0,115651.0,2.01069,75
1758420840000,1758420899999,115651.0,115658.0,115650.0,115656.0,0.50067,43
1758420900000,1758420959999,115657.0,115657.0,115656.0,115657.0,0.05310,16
1758420960000,1758421019999,115657.0,115657.0,115656.0,115656.0,0.14862,23
1758421020000,1758421079999,115656.0,115657.0,115642.0,115642.0,1.28168,79
1758421080000,1758421139999,115643.0,115643.0,115603.0,115604.0,0.78667,57
1758421140000,1758421199999,115603.0,115604.0,115603.0,115603.0,0.44328,30
1758421200000,1758421259999,115603.0,115604.0,115603.0,115604.0,0.25338,36
1758421260000,1758421319999,115604.0,115604.0,115557.0,115557.0,1.06124,133
1758421320000,1758421379999,115557.0,115577.0,115557.0,115576.0,1.50713,48
1758421380000,1758421439999,115576.0,115576.0,115575.0,115575.0,0.29948,29
1758421440000,1758421499999,115575.0,115576.0,115575.0,115575.0,0.06325,18
1758421500000,1758421559999,115576.0,115576.0,115575.0,115576.0,0.12176,22
1758421560000,1758421619999,115575.0,115576.0,115575.0,115575.0,0.09414,20
1758421620000,1758421679999,115575.0,115576.0,115575.0,115575.0,0.16882,24
1758421680000,1758421739999,115576.0,115576.0,115575.0,115576.0,0.03083,14
1758421740000,1758421799999,115575.0,115588.0,115575.0,115587.0,0.29923,36
1758421800000,1758421859999,115588.0,115588.0,115587.0,115588.0,0.06022,15
1758421860000,1758421919999,115587.0,115588.0,115587.0,115587.0,0.14773,13
1758421920000,1758421979999,115588.0,115631.0,115588.0,115631.0,0.95690,62
1758421980000,1758422039999,115635.0,115639.0,115634.0,115639.0,0.31831,31
1758422040000,1758422099999,115638.0,115654.0,115638.0,115654.0,0.50539,30
1758422100000,1758422159999,115658.0,115666.0,115657.0,115666.0,0.30125,35
1758422160000,1758422219999,115665.0,115667.0,115665.0,115667.0,0.12334,19
1758422220000,1758422279999,115667.0,115667.0,115666.0,115666.0,0.04866,14
1758422280000,1758422339999,115667.0,115686.0,115666.0,115675.0,1.32497,50
1758422340000,1758422399999,115674.0,115675.0,115674.0,115674.0,0.04061,12
1758422400000,1758422459999,115675.0,115675.0,115674.0,115675.0,0.08026,16
1758422460000,1758422519999,115675.0,115681.0,115675.0,115680.0,0.10547,21
1758422520000,1758422579999,115680.0,115681.0,115680.0,115681.0,0.07402,16
1758422580000,1758422639999,115681.0,115691.0,115681.0,115690.0,0.15827,30
1758422640000,1758422699999,115690.0,115691.0,115690.0,115691.0,0.05164,16
1758422700000,1758422759999,115691.0,115692.0,115690.0,115692.0,0.02202,12
1758422760000,1758422819999,115691.0,115701.0,115691.0,115701.0,0.31921,40
1758422820000,1758422879999,115701.0,115705.0,115701.0,115704.0,0.14832,25
