open_time,close_time,open,high,low,close,volume,trades
1752278400000,1752280199999,2960.7,2968.0,2948.0,2956.1,8373.2412,4296
1752280200000,1752281999999,2956.1,2956.2,2936.0,2954.6,9698.2449,5927
1752282000000,1752283799999,2954.6,2967.7,2954.6,2966.3,6436.3175,3980
1752283800000,1752285599999,2966.3,2968.7,2959.3,2960.6,6125.9916,3958
1752285600000,1752287399999,2960.6,2969.6,2959.1,2969.0,6505.9905,3002
1752287400000,1752289199999,2969.0,2972.6,2956.2,2959.0,4274.3833,3219
1752289200000,1752290999999,2958.8,2970.6,2957.2,2968.6,3029.2278,2038
1752291000000,1752292799999,2968.6,2969.9,2961.5,2967.8,2465.2526,2048
1752292800000,1752294599999,2967.9,2970.8,2962.9,2969.1,1831.8100,2768
1752294600000,1752296399999,2969.2,2969.5,2945.0,2953.5,8064.3180,4232
1752296400000,1752298199999,2953.5,2956.2,2945.6,2954.3,10594.0192,3838
1752298200000,1752299999999,2954.4,2959.0,2953.0,2954.4,9490.3538,3860
1752300000000,1752301799999,2954.5,2958.5,2947.2,2957.2,5272.4583,3714
1752301800000,1752303599999,2957.3,2965.1,2955.0,2961.4,2802.9218,2188
1752303600000,1752305399999,2961.5,2979.2,2961.1,2972.9,6242.1266,4549
1752305400000,1752307199999,2972.9,2972.9,2963.1,2965.2,4249.1575,3220
1752307200000,1752308999999,2965.2,2972.0,2965.1,2970.5,2746.5894,2743
1752309000000,1752310799999,2970.6,2970.6,2964.2,2968.2,4231.2501,1784
1752310800000,1752312599999,2968.3,2973.0,2964.2,2971.1,4449.4823,2266
1752312600000,1752314399999,2971.1,2978.0,2970.0,2976.1,2576.0764,2935
1752314400000,1752316199999,2976.2,2979.0,2969.5,2977.8,4155.6549,2755
1752316200000,1752317999999,2978.0,2981.5,2974.8,2977.7,4154.4621,2450
1752318000000,1752319799999,2977.8,2978.9,2970.8,2977.2,1641.2074,2172
1752319800000,1752321599999,2977.2,2981.0,2962.2,2963.6,40528.0515,9531
1752321600000,1752323399999,2963.7,2968.2,2948.0,2950.6,17028.5238,7466
1752323400000,1752325199999,2950.6,2953.9,2915.5,2944.3,32973.9642,14501
1752325200000,1752326999999,2944.3,2944.3,2926.3,2928.2,14556.3914,7967
1752327000000,1752328799999,2928.2,2940.4,2919.4,2940.0,12211.2148,7166
1752328800000,1752330599999,2940.0,2949.6,2934.3,2946.9,12672.0539,6129
1752330600000,1752332399999,2946.9,2946.9,2925.0,2928.6,12144.8739,7433
1752332400000,1752334199999,2928.7,2931.7,2919.0,2926.7,22506.1652,10015
1752334200000,1752335999999,2926.8,2930.8,2904.7,2916.9,32570.6699,12248
1752336000000,1752337799999,2916.9,2934.5,2911.5,2929.5,14875.7611,5920
1752337800000,1752339599999,2929.6,2936.0,2924.3,2925.4,8319.7525,4125
1752339600000,1752341399999,2925.5,2943.5,2922.2,2941.6,4937.2475,4111
1752341400000,1752343199999,2941.7,2944.0,2937.2,2942.4,3566.1230,3503
1752343200000,1752344999999,2942.4,2943.0,2937.4,2939.8,5956.8548,3277
1752345000000,1752346799999,2939.9,2945.8,2939.2,2943.7,2121.0453,2804
1752346800000,1752348599999,2943.8,2947.1,2936.5,2936.9,3188.8291,2638
1752348600000,1752350399999,2937.0,2944.0,2936.8,2941.6,4680.9200,3144
1752350400000,1752352199999,2941.7,2943.7,2930.0,2935.3,4157.4262,3272
1752352200000,1752353999999,2935.3,2935.3,2918.1,2918.2,9453.2674,4260
1752354000000,1752355799999,2918.2,2936.7,2916.0,2934.3,5399.0893,3568
1752355800000,1752357599999,2934.3,2940.6,2930.9,2940.0,7754.8544,3745
1752357600000,1752359399999,2940.0,2941.7,2926.4,2937.5,3658.8451,2997
1752359400000,1752361199999,2937.5,2940.0,2931.9,2938.5,1701.4415,2121
1752361200000,1752362999999,2938.6,2940.4,2931.3,2938.3,1192.6488,2301
1752363000000,1752364799999,2938.3,2947.9,2934.5,2944.1,5497.9730,3611
