open_time,close_time,open,high,low,close,volume,trades
1762041600000,1762045199999,110065.0,110073.0,109867.0,109916.0,8.38846,2083
1762045200000,1762048799999,109916.0,110076.0,109891.0,109955.0,12.18807,4508
1762048800000,1762052399999,109956.0,110230.0,109859.0,110016.0,7.72981,2102
1762052400000,1762055999999,110016.0,110040.0,109918.0,110015.0,16.80601,2837
1762056000000,1762059599999,110015.0,110718.0,109989.0,110626.0,16.06516,3527
1762059600000,1762063199999,110627.0,110660.0,110257.0,110485.0,15.52428,4145
1762063200000,1762066799999,110485.0,110696.0,110277.0,110637.0,16.72466,5632
1762066800000,1762070399999,110636.0,111012.0,110408.0,110876.0,32.25442,4583
1762070400000,1762073999999,110877.0,110985.0,110700.0,110821.0,15.03985,2700
1762074000000,1762077599999,110821.0,111000.0,110507.0,110684.0,21.19704,3887
1762077600000,1762081199999,110683.0,110830.0,110347.0,110500.0,50.89623,4687
1762081200000,1762084799999,110500.0,111398.0,110499.0,111237.0,88.29602,4256
1762084800000,1762088399999,111237.0,111306.0,110670.0,110712.0,66.01050,6029
1762088400000,1762091999999,110703.0,110737.0,110228.0,110537.0,56.51437,4056
1762092000000,1762095599999,110538.0,110671.0,110201.0,110414.0,68.50552,4351
1762095600000,1762099199999,110415.0,110542.0,110097.0,110116.0,34.75888,2738
1762099200000,1762102799999,110108.0,110134.0,109738.0,110112.0,52.46048,2896
1762102800000,1762106399999,110111.0,110250.0,110025.0,110175.0,38.59312,3099
1762106400000,1762109999999,110175.0,110313.0,110174.0,110311.0,17.22183,2052
1762110000000,1762113599999,110312.0,110312.0,109979.0,110191.0,12.46125,1805
1762113600000,1762117199999,110190.0,110214.0,109901.0,110072.0,8.65759,2174
1762117200000,1762120799999,110072.0,110126.0,109973.0,110009.0,8.70507,1801
1762120800000,1762124399999,110008.0,110013.0,109510.0,109899.0,21.55930,1930
1762124400000,1762127999999,109900.0,110708.0,109900.0,110558.0,12.21938,2287
