open_time,close_time,open,high,low,close,volume,trades
1757203200000,1757204999999,110138.0,110210.0,110128.0,110197.0,106.97657,1695
1757205000000,1757206799999,110197.0,110320.0,110163.0,110315.0,88.12892,2272
1757206800000,1757208599999,110312.0,110513.0,110273.0,110461.0,185.19141,2706
1757208600000,1757210399999,110461.0,110546.0,110426.0,110508.0,125.40885,1565
1757210400000,1757212199999,110508.0,110508.0,110404.0,110469.0,113.89540,1378
1757212200000,1757213999999,110469.0,110673.0,110449.0,110624.0,256.38081,2151
1757214000000,1757215799999,110623.0,110688.0,110553.0,110676.0,149.95698,1687
1757215800000,1757217599999,110676.0,110700.0,110545.0,110582.0,220.74982,1732
1757217600000,1757219399999,110583.0,110587.0,110458.0,110499.0,83.82221,1634
1757219400000,1757221199999,110500.0,110514.0,110428.0,110513.0,118.78117,1315
1757221200000,1757222999999,110512.0,110653.0,110512.0,110652.0,52.53426,1378
1757223000000,1757224799999,110653.0,110662.0,110589.0,110611.0,46.40845,971
1757224800000,1757226599999,110612.0,110616.0,110526.0,110529.0,52.48444,994
1757226600000,1757228399999,110529.0,110546.0,110389.0,110448.0,338.45429,2357
1757228400000,1757230199999,110447.0,110645.0,110415.0,110620.0,99.52395,2103
1757230200000,1757231999999,110620.0,110888.0,110620.0,110724.0,1078.67664,5040
1757232000000,1757233799999,110724.0,111275.0,110684.0,111206.0,479.03345,5695
1757233800000,1757235599999,111205.0,111318.0,111015.0,111044.0,225.21017,3695
1757235600000,1757237399999,111044.0,111217.0,110993.0,111146.0,133.51030,2218
1757237400000,1757239199999,111145.0,111152.0,110829.0,111081.0,412.09956,3233
1757239200000,1757240999999,111082.0,111171.0,111006.0,111006.0,308.86141,2930
1757241000000,1757242799999,111006.0,111202.0,111006.0,111187.0,191.92337,1903
1757242800000,1757244599999,111188.0,111264.0,111166.0,111222.0,223.14807,2040
1757244600000,1757246399999,111223.0,111258.0,111136.0,111258.0,74.55721,1354
1757246400000,1757248199999,111258.0,111260.0,111019.0,111079.0,372.90056,2415
1757248200000,1757249999999,111078.0,111181.0,111026.0,111058.0,49.13703,1288
1757250000000,1757251799999,111059.0,111069.0,110996.0,111058.0,76.54460,1812
1757251800000,1757253599999,111057.0,111197.0,111057.0,111162.0,109.14712,2317
1757253600000,1757255399999,111161.0,111365.0,111000.0,111079.0,325.19086,4043
1757255400000,1757257199999,111079.0,111202.0,111050.0,111085.0,104.24562,3027
1757257200000,1757258999999,111085.0,111294.0,111056.0,111269.0,246.01477,3034
1757259000000,1757260799999,111269.0,111326.0,111207.0,111276.0,110.19456,1778
1757260800000,1757262599999,111276.0,111344.0,111158.0,111161.0,111.31046,2152
1757262600000,1757264399999,111161.0,111227.0,111116.0,111152.0,87.14973,2096
1757264400000,1757266199999,111152.0,111187.0,110860.0,110921.0,208.11098,4071
1757266200000,1757267999999,110916.0,111082.0,110825.0,110912.0,348.86267,3181
1757268000000,1757269799999,110913.0,111002.0,110897.0,110900.0,77.13570,2346
1757269800000,1757271599999,110901.0,111016.0,110807.0,111003.0,111.97164,4205
1757271600000,1757273399999,111003.0,111189.0,111003.0,111095.0,262.06735,3351
1757273400000,1757275199999,111095.0,111258.0,111093.0,111218.0,76.85058,2920
1757275200000,1757276999999,111217.0,111304.0,111106.0,111158.0,279.13280,3043
1757277000000,1757278799999,111159.0,111315.0,111096.0,111284.0,135.72360,1589
1757278800000,1757280599999,111284.0,111297.0,111132.0,111142.0,82.31442,1576
1757280600000,1757282399999,111142.0,111175.0,111003.0,111004.0,96.62309,1937
1757282400000,1757284199999,111004.0,111298.0,110960.0,111291.0,184.62515,3582
1757284200000,1757285999999,111291.0,111320.0,111031.0,111210.0,178.42150,3256
1757286000000,1757287799999,111210.0,111560.0,111209.0,111425.0,437.33016,4915
1757287800000,1757289599999,111425.0,111471.0,111034.0,111102.0,249.77654,3855
