open_time,close_time,open,high,low,close,volume,trades
1762214400000,1762214459999,106528.0,106570.0,106430.0,106430.0,50.73675,462
1762214460000,1762214519999,106430.0,106431.0,106383.0,106416.0,13.19283,369
1762214520000,1762214579999,106413.0,106425.0,106372.0,106400.0,11.11287,283
1762214580000,1762214639999,106401.0,106431.0,106400.0,106404.0,1.49475,219
1762214640000,1762214699999,106407.0,106479.0,106406.0,106461.0,1.39787,242
1762214700000,1762214759999,106461.0,106510.0,106371.0,106413.0,4.44166,420
1762214760000,1762214819999,106414.0,106457.0,106414.0,106445.0,3.95870,236
1762214820000,1762214879999,106447.0,106510.0,106447.0,106510.0,1.14045,203
1762214880000,1762214939999,106510.0,106510.0,106453.0,106453.0,1.14973,146
1762214940000,1762214999999,106450.0,106450.0,106395.0,106406.0,6.98268,202
1762215000000,1762215059999,106407.0,106407.0,106280.0,106320.0,25.47202,362
1762215060000,1762215119999,106321.0,106377.0,106321.0,106373.0,3.15758,251
1762215120000,1762215179999,106366.0,106366.0,106278.0,106324.0,38.96824,441
1762215180000,1762215239999,106325.0,106340.0,106295.0,106307.0,13.94290,279
1762215240000,1762215299999,106307.0,106319.0,106233.0,106261.0,7.32651,345
1762215300000,1762215359999,106260.0,106303.0,106230.0,106251.0,17.45885,446
1762215360000,1762215419999,106251.0,106251.0,106152.0,106160.0,51.28352,599
1762215420000,1762215479999,106158.0,106215.0,106071.0,106213.0,18.62923,655
1762215480000,1762215539999,106213.0,106308.0,106212.0,106260.0,19.61315,371
1762215540000,1762215599999,106260.0,106260.0,106201.0,106224.0,4.90407,242
1762215600000,1762215659999,106222.0,106260.0,106210.0,106211.0,12.72319,210
1762215660000,1762215719999,106210.0,106210.0,106123.0,106133.0,27.56868,282
1762215720000,1762215779999,106132.0,106133.0,106042.0,106043.0,12.94620,367
1762215780000,1762215839999,106043.0,106106.0,106000.0,106016.0,51.13536,537
1762215840000,1762215899999,106016.0,106053.0,105914.0,105960.0,39.84133,617
1762215900000,1762215959999,105959.0,105999.0,105952.0,105987.0,2.02314,209
1762215960000,1762216019999,105987.0,106000.0,105952.0,105957.0,4.75664,225
1762216020000,1762216079999,105953.0,105953.0,105827.0,105827.0,53.39324,585
1762216080000,1762216139999,105828.0,105903.0,105818.0,105888.0,7.68933,337
1762216140000,1762216199999,105890.0,105890.0,105810.0,105810.0,51.26699,424
1762216200000,1762216259999,105811.0,105943.0,105810.0,105938.0,30.86881,478
1762216260000,1762216319999,105938.0,106016.0,105917.0,105917.0,31.30195,450
1762216320000,1762216379999,105914.0,105923.0,105830.0,105897.0,40.25190,403
1762216380000,1762216439999,105896.0,106217.0,105896.0,106176.0,32.43651,836
1762216440000,1762216499999,106175.0,106264.0,106149.0,106219.0,33.28758,492
1762216500000,1762216559999,106219.0,106246.0,106194.0,106246.0,13.90145,332
1762216560000,1762216619999,106247.0,106588.0,106247.0,106559.0,136.89048,1255
1762216620000,1762216679999,106558.0,106558.0,106452.0,106508.0,68.05905,521
1762216680000,1762216739999,106510.0,106745.0,106474.0,106734.0,38.36384,826
1762216740000,1762216799999,106734.0,106734.0,106604.0,106639.0,46.80973,660
1762216800000,1762216859999,106639.0,106759.0,106638.0,106674.0,20.91316,607
