open_time,close_time,open,high,low,close,volume,trades
1762128000000,1762128059999,3906.1,3906.3,3902.8,3903.0,1.1752,23
1762128060000,1762128119999,3902.6,3905.2,3902.6,3905.0,0.1665,17
1762128120000,1762128179999,3904.1,3904.5,3902.6,3902.9,3.3486,20
1762128180000,1762128239999,3902.9,3902.9,3900.4,3901.7,5.5007,37
1762128240000,1762128299999,3901.7,3904.6,3900.9,3904.5,0.3362,37
1762128300000,1762128359999,3904.6,3909.0,3904.6,3908.1,2.0595,20
1762128360000,1762128419999,3907.6,3909.9,3907.6,3909.7,0.2322,16
1762128420000,1762128479999,3910.3,3910.5,3909.9,3910.1,0.7415,16
1762128480000,1762128539999,3909.7,3909.7,3907.4,3908.1,0.3409,15
1762128540000,1762128599999,3908.1,3912.6,3908.1,3912.6,1.8035,17
1762128600000,1762128659999,3912.8,3913.4,3909.6,3909.6,2.4544,22
1762128660000,1762128719999,3909.6,3909.6,3907.3,3908.5,0.0996,13
1762128720000,1762128779999,3909.0,3909.0,3905.4,3905.6,1.8222,17
1762128780000,1762128839999,3905.6,3907.6,3905.4,3905.9,0.2022,9
1762128840000,1762128899999,3907.2,3908.9,3907.2,3908.3,0.0692,7
1762128900000,1762128959999,3908.6,3911.4,3908.6,3911.4,0.0758,8
1762128960000,1762129019999,3911.1,3913.6,3907.7,3912.8,0.2030,10
1762129020000,1762129079999,3913.7,3914.3,3910.3,3910.8,0.0967,9
1762129080000,1762129139999,3910.4,3913.4,3910.4,3912.4,0.3834,10
1762129140000,1762129199999,3912.1,3912.5,3911.1,3912.5,2.5036,9
1762129200000,1762129259999,3911.4,3912.0,3910.5,3910.5,0.0731,8
1762129260000,1762129319999,3910.7,3910.7,3903.9,3904.3,0.6817,17
1762129320000,1762129379999,3903.5,3907.7,3903.5,3906.4,0.1355,14
1762129380000,1762129439999,3907.0,3907.0,3903.0,3903.0,0.1653,10
1762129440000,1762129499999,3903.1,3904.3,3900.4,3900.4,2.1214,14
1762129500000,1762129559999,3900.9,3901.8,3900.9,3901.5,0.0840,9
1762129560000,1762129619999,3901.4,3901.4,3898.1,3898.8,16.9147,26
1762129620000,1762129679999,3897.0,3897.5,3896.3,3897.1,4.3111,19
1762129680000,1762129739999,3895.8,3896.0,3895.0,3895.0,0.1595,12
1762129740000,1762129799999,3895.1,3895.7,3894.3,3895.1,0.1191,11
1762129800000,1762129859999,3894.9,3896.7,3894.8,3895.1,4.2440,11
1762129860000,1762129919999,3895.5,3895.7,3894.1,3894.1,0.0713,6
1762129920000,1762129979999,3894.5,3895.0,3892.1,3892.1,0.0887,9
1762129980000,1762130039999,3892.2,3892.2,3889.0,3889.0,0.2556,12
1762130040000,1762130099999,3889.3,3889.3,3888.7,3888.7,0.0645,6
1762130100000,1762130159999,3888.4,3890.1,3888.3,3890.0,1.4427,8
1762130160000,1762130219999,3888.8,3888.8,3887.6,3887.7,20.1512,17
1762130220000,1762130279999,3887.7,3887.9,3886.4,3886.4,68.3700,23
1762130280000,1762130339999,3886.9,3889.7,3886.6,3888.5,91.6282,27
1762130340000,1762130399999,3888.6,3888.7,3887.4,3888.6,43.9756,27
1762130400000,1762130459999,3887.4,3888.2,3886.8,3887.2,3.2905,10
1762130460000,1762130519999,3887.3,3887.7,3887.1,3887.2,0.1571,7
1762130520000,1762130579999,3887.9,3888.2,3887.3,3888.0,0.1589,8
1762130580000,1762130639999,3888.2,3888.8,3886.4,3886.4,0.2438,10
1762130640000,1762130699999,3886.9,3888.6,3886.9,3888.6,0.5214,10
1762130700000,1762130759999,3888.7,3892.1,3888.7,3890.8,0.7748,8
1762130760000,1762130819999,3890.1,3891.4,3890.1,3890.9,0.0705,6
1762130820000,1762130879999,3889.9,3890.0,3886.8,3886.8,1.4383,10
1762130880000,1762130939999,3886.5,3886.5,3885.1,3886.2,0.9991,11
1762130940000,1762130999999,3886.0,3886.0,3884.3,3884.4,1.0440,12
1762131000000,1762131059999,3884.7,3885.8,3884.6,3884.6,36.2821,16
1762131060000,1762131119999,3884.2,3884.2,3880.1,3880.7,36.1892,21
1762131120000,1762131179999,3881.4,3881.4,3876.2,3876.2,10.1470,22
1762131180000,1762131239999,3876.8,3876.8,3873.5,3875.7,21.2156,28
1762131240000,1762131299999,3875.7,3875.7,3874.1,3874.6,0.9574,9
1762131300000,1762131359999,3874.7,3874.7,3865.0,3867.5,7.6247,26
1762131360000,1762131419999,3869.4,3869.8,3865.4,3866.5,51.7530,23
1762131420000,1762131479999,3867.3,3867.3,3865.2,3866.7,5.3648,13
1762131480000,1762131539999,3867.1,3868.5,3864.6,3868.5,2.9096,13
1762131540000,1762131599999,3868.2,3868.8,3865.7,3865.7,2.9164,13
1762131600000,1762131659999,3865.1,3865.1,3859.2,3861.6,7.4469,36
1762131660000,1762131719999,3859.4,3864.9,3859.2,3864.2,1.3952,11
1762131720000,1762131779999,3863.4,3863.4,3855.3,3855.3,3.2048,21
1762131780000,1762131839999,3855.6,3859.9,3854.4,3859.9,0.9555,10
1762131840000,1762131899999,3860.7,3860.7,3857.3,3858.6,0.9613,11
1762131900000,1762131959999,3857.7,3857.7,3854.5,3855.3,0.9646,11
1762131960000,1762132019999,3856.3,3857.9,3854.1,3855.6,0.9872,13
1762132020000,1762132079999,3855.1,3855.1,3851.1,3851.1,1.4139,15
1762132080000,1762132139999,3852.2,3859.3,3851.6,3859.3,1.9960,15
1762132140000,1762132199999,3858.8,3858.8,3855.7,3858.6,1.8928,14
1762132200000,1762132259999,3858.6,3860.3,3855.8,3860.0,3.0740,15
1762132260000,1762132319999,3860.0,3861.4,3859.1,3859.3,31.5793,20
1762132320000,1762132379999,3859.7,3859.7,3857.2,3857.2,1.0813,12
1762132380000,1762132439999,3858.9,3859.3,3857.5,3858.7,0.9585,10
1762132440000,1762132499999,3858.7,3859.7,3857.3,3858.2,2.6244,10
1762132500000,1762132559999,3859.2,3860.8,3856.5,3858.5,1.3361,13
1762132560000,1762132619999,3857.0,3859.8,3854.4,3859.8,2.2093,19
1762132620000,1762132679999,3859.8,3860.8,3858.9,3859.7,2.0416,13
1762132680000,1762132739999,3858.9,3861.3,3857.9,3860.4,0.0696,7
1762132740000,1762132799999,3860.1,3860.1,3855.6,3856.8,0.2206,14
1762132800000,1762132859999,3857.0,3857.0,3855.0,3856.1,0.0721,8
1762132860000,1762132919999,3855.4,3857.7,3855.0,3855.3,0.9940,15
1762132920000,1762132979999,3855.4,3855.4,3851.6,3852.8,0.4964,13
1762132980000,1762133039999,3852.8,3852.8,3850.6,3851.5,0.1736,9
1762133040000,1762133099999,3851.6,3852.2,3851.3,3851.3,0.0722,8
1762133100000,1762133159999,3850.7,3850.7,3847.1,3848.5,0.9390,17
1762133160000,1762133219999,3848.6,3848.6,3843.7,3843.8,10.4047,25
1762133220000,1762133279999,3842.8,3850.0,3842.7,3849.9,3.8362,24
1762133280000,1762133339999,3850.0,3852.4,3849.7,3852.0,4.4713,28
1762133340000,1762133399999,3852.2,3852.2,3849.3,3849.3,1.5712,15
1762133400000,1762133459999,3849.3,3851.0,3847.9,3850.9,6.0888,12
1762133460000,1762133519999,3851.0,3851.8,3848.7,3850.3,8.1913,20
1762133520000,1762133579999,3851.2,3852.8,3851.2,3851.6,0.8902,14
1762133580000,1762133639999,3851.9,3852.8,3851.2,3851.8,1.2752,8
1762133640000,1762133699999,3850.3,3850.3,3847.0,3847.0,2.1224,13
1762133700000,1762133759999,3847.4,3847.4,3835.0,3838.8,5.0285,36
1762133760000,1762133819999,3836.8,3836.8,3829.1,3833.5,59.5441,47
1762133820000,1762133879999,3835.5,3835.9,3833.7,3835.9,0.0704,7
1762133880000,1762133939999,3836.2,3845.0,3836.2,3844.3,0.8781,21
1762133940000,1762133999999,3844.1,3844.1,3840.5,3842.1,0.0958,10
1762134000000,1762134059999,3841.4,3842.2,3840.1,3842.2,0.3769,10
1762134060000,1762134119999,3842.6,3842.6,3838.3,3838.3,2.2208,11
1762134120000,1762134179999,3839.2,3840.7,3838.9,3840.6,0.0712,8
1762134180000,1762134239999,3841.6,3842.9,3841.6,3842.9,0.3196,11
1762134240000,1762134299999,3843.4,3845.5,3842.8,3843.0,2.1188,12
1762134300000,1762134359999,3843.1,3845.6,3842.7,3845.6,0.1470,13
1762134360000,1762134419999,3846.2,3846.2,3842.8,3844.0,1.3641,12
1762134420000,1762134479999,3845.6,3846.5,3840.8,3840.8,0.2869,12
1762134480000,1762134539999,3840.6,3843.1,3840.4,3840.5,0.3101,12
1762134540000,1762134599999,3840.4,3842.4,3840.2,3841.9,0.2041,10
1762134600000,1762134659999,3842.0,3842.6,3837.6,3837.6,0.1605,13
1762134660000,1762134719999,3837.5,3841.6,3837.1,3840.3,0.0801,10
1762134720000,1762134779999,3840.3,3840.3,3838.1,3838.7,0.0750,8
1762134780000,1762134839999,3840.1,3840.7,3839.8,3840.0,1.2910,13
1762134840000,1762134899999,3841.5,3841.5,3837.6,3839.5,0.1014,14
1762134900000,1762134959999,3838.9,3839.7,3838.7,3838.9,0.1007,14
1762134960000,1762135019999,3839.0,3839.0,3836.4,3838.1,0.1938,13
1762135020000,1762135079999,3839.3,3839.3,3837.3,3837.7,9.1563,17
1762135080000,1762135139999,3838.0,3840.1,3837.5,3837.6,8.9867,20
1762135140000,1762135199999,3839.0,3839.5,3838.3,3838.4,1.9677,14
1762135200000,1762135259999,3837.7,3839.6,3837.2,3839.4,1.4795,14
1762135260000,1762135319999,3840.0,3841.6,3840.0,3840.4,4.7576,42
